customer_id,age,gender,monthly_charges,total_charges,tenure_months,contract_type,payment_method,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,senior_citizen,partner,dependents,churn
CUST_000549,50.56718810056963,Male,45.7058914849857,1233.89,27.0,monthly,credit_card,Fiber optic,Yes,No phone service,Yes,no,No,Yes,1,Yes,no,No
CUST_000550,35.94022219926269,m,97.56937109544644,2492.28,24.0,  1-year  ,bank_transfer,none,yes,no,Yes,,Yes,N,No,Yes,No,Y
CUST_000551,46.2988468120935,FEMALE,59.31230700786981,3710.24,67.0,Month-to-month,Electronic check,none,yes,no,,no,No internet service,No,1,yes,No,no
CUST_000552,42.664841469118805,F,96.81164145235701,6084.88,63.0,1-year,Credit card,Fiber optic,Yes,Yes,yes,yes,yes,N,1,Yes,no,Yes
CUST_000553,62.51673092489711,Female,78.57862580118557,3438.9,48.0,1-year,Electronic check,dsl,Y,No,no,,Yes,No,0,yes,No,N
CUST_000554,48.816312649518196,FEMALE,62.26009021115083,,63.0,2-year,credit_card,fiber,1,yes,no,,No internet service,No,1,no,yes,1
CUST_000555,50.064039931128036,F,54.61207256347747,689.99,12.0,1-year,credit_card,dsl,Yes,no,,,No,N,0,no,yes,1
CUST_000556,38.82184550816299,MALE,58.1818424530784,1696.59,28.0,Two year,Bank transfer,DSL,1,yes,yes,Yes,no,Yes,Yes,Yes,Yes,no
CUST_000557,37.6859066389126,FEMALE,73.56633384750475,,44.0,2-year,Bank transfer,Fiber optic,no,,no,,yes,No,Yes,Yes,yes,0
CUST_000558,38.51162718270569,FEMALE,66.54312992435433,2956.78,43.0,1-year,bank_transfer,No,Yes,no,No,Yes,yes,Yes,No,Yes,No,no
CUST_000559,50.91678213567445,Male,53.1237718386259,813.99,17.0,2-year,Mailed check,Fiber optic,1,,,no,No internet service,Yes,0,Yes,Yes,no
CUST_000560,38.68523278769606,f,61.68737179364736,N/A,40.0,monthly,Electronic check,DSL,Y,no,No internet service,Yes,no,N,1,No,no,N
CUST_000561,49.34662285344619,m,66.571540594383,2946.99,49.0,2-year,bank_transfer,none,1,No phone service,yes,no,Yes,no,Yes,No,no,no
CUST_000562,76.13101197968157,Male,22.42531811170376,1383.0,57.0,One year,Mailed check,No,Yes,Yes,,Yes,No,no,Yes,no,Yes,Yes
CUST_000563,58.06687055147538,M,74.16336229577398,4454.01,64.0,Two year,bank_transfer,No,No,,Yes,no,Yes,No,No,No,yes,N
CUST_000564,40.10964701748238,m,45.40557550566386,2534.75,57.0,  Month-to-month  ,credit_card,dsl,N,No,no,no,No internet service,yes,1,Yes,Yes,N
CUST_000565,43.31507925463755,Male,60.237791273758916,683.08,12.0,  One year  ,Mailed check,Fiber optic,No,Yes,,no,No internet service,Yes,Yes,yes,yes,N
CUST_000566,,Female,31.253113057785793,1385.2,43.0,One year,Bank transfer,dsl,N,No phone service,No,,yes,N,No,no,yes,No
CUST_000567,14.428131972332192,m,29.122150042642193,653.64,23.0,One year,bank_transfer,No,Yes,No phone service,No internet service,no,Yes,N,0,Yes,no,Y
CUST_000568,29.878705336238937,m,37.89104993775422,$1023.06,27.0,1-year,Bank transfer,No,Y,No,,,No,no,0,No,Yes,N
CUST_000569,16.938121184612164,F,50.81958084739019,3115.18,58.0,2-year,Credit card,fiber,no,,No,no,No internet service,yes,No,yes,no,No
CUST_000570,39.72729773938037,Female,104.06518275053136,3872.1,37.0,2-year,bank_transfer,Fiber optic,no,No,,,No,Y,1,yes,No,Yes
CUST_000571,45.276275687843274,M,54.482406482095925,,6.0,1-year,credit_card,fiber,N,Yes,no,No internet service,No internet service,No,0,No,yes,Y
CUST_000572,70.14655968412924,f,68.55500212536063,4434.24,65.0,Two year,bank_transfer,none,0,no,no,Yes,No,Y,Yes,Yes,No,N
CUST_000573,49.90391060646244,FEMALE,73.00962773012657,,6.0,1-year,bank_transfer,dsl,0,Yes,No,no,Yes,Y,No,yes,no,yes
CUST_000574,41.71349206786704,MALE,67.62130372431697,3424.01,50.0,1-year,Bank transfer,Fiber optic,Y,No,no,No,no,Yes,0,yes,No,No
CUST_000575,57.441083717752335,Male,63.451130785480125,,22.0,1-year,credit_card,dsl,1,no,,,No internet service,Yes,0,No,No,Yes
CUST_000576,11.832970364881723,F,41.0941247280151,1045.24,25.0,Two year,bank_transfer,fiber,Y,No,no,,Yes,No,1,yes,No,Yes
CUST_000577,48.53421837162849,Male,94.01855096558424,6196.57,72.0,Two year,Bank transfer,Fiber optic,0,Yes,Yes,yes,yes,yes,Yes,yes,Yes,Yes
CUST_000578,56.562977908304504,M,101.1439328727577,5043.99,51.0,monthly,Electronic check,fiber,Y,Yes,,No,yes,Yes,No,yes,Yes,1
CUST_000579,91.18321212682856,FEMALE,46.6745179887255,685.47,16.0,1-year,Electronic check,fiber,0,No,,Yes,No internet service,Y,0,Yes,no,Yes
CUST_000580,62.15631064810394,M,44.51942818227241,3411.99,70.0,monthly,Mailed check,DSL,yes,,no,No internet service,yes,No,Yes,Yes,no,0
CUST_000581,50.07744611241621,m,59.403793152459876,3738.14,65.0,monthly,Credit card,No,0,Yes,no,Yes,no,N,1,Yes,no,no
CUST_000582,38.77068129148798,MALE,45.70924410179617,2892.6,60.0,2-year,Mailed check,Fiber optic,0,no,,No internet service,No internet service,Y,No,No,yes,yes
CUST_000583,54.491727991594274,M,75.1193110691173,,46.0,One year,credit_card,No,Yes,,No internet service,Yes,No,No,1,Yes,no,Y
CUST_000584,48.051954538008346,FEMALE,76.08115542231815,,19.0,Month-to-month,Electronic check,dsl,1,No,,no,No internet service,Y,0,Yes,No,1
CUST_000585,47.72799382587743,Female,108.30112135613204,6483.32,58.0,monthly,Bank transfer,Fiber optic,Y,yes,yes,No internet service,No internet service,N,Yes,Yes,No,0
CUST_000586,48.723308794505044,Female,88.81097188687193,3518.66,38.0,monthly,credit_card,No,Y,yes,yes,yes,Yes,Yes,0,no,No,0
CUST_000587,35.3014067363621,F,21.952329107816393,1336.61,66.0,One year,Mailed check,Fiber optic,1,no,No internet service,Yes,No,Yes,0,yes,yes,Yes
CUST_000588,32.25233445802812,f,85.53972526639464,924.9,,One year,credit_card,Fiber optic,Y,No,Yes,No internet service,No internet service,yes,Yes,yes,yes,1
CUST_000589,57.455037248163684,Male,87.11800848714618,3390.03,42.0,Month-to-month,Bank transfer,No,0,no,Yes,yes,no,N,0,no,yes,No
CUST_000590,32.15874261136699,Male,53.72105023883513,2056.59,39.0,Month-to-month,Mailed check,No,Yes,No phone service,No internet service,No,no,N,No,no,no,yes
CUST_000591,46.073493558290885,M,48.67565510916071,,71.0,1-year,Electronic check,Fiber optic,1,,yes,,yes,Y,Yes,Yes,yes,Yes
CUST_000592,37.83513829852325,MALE,66.56286125939295,706.48,11.0,2-year,Mailed check,No,1,yes,yes,no,yes,yes,Yes,Yes,yes,Y
CUST_000593,52.18469738619588,Male,82.23272248995887,2714.49,36.0,Two year,Bank transfer,No,Y,no,no,no,No,No,1,Yes,No,yes
CUST_000594,50.00493157930423,F,67.78120797306835,3575.35,52.0,One year,Bank transfer,dsl,Yes,no,,No,No,yes,0,no,yes,No
CUST_000595,60.56309916386849,f,33.460070356180054,996.01,31.0,monthly,Credit card,none,No,yes,No,No internet service,No,yes,1,Yes,Yes,no
CUST_000596,37.349754017178796,M,48.94351112098315,1589.65,33.0,monthly,credit_card,dsl,1,no,No,,yes,No,0,No,No,yes
CUST_000597,40.95187597059943,F,63.52054272811244,783.92,13.0,Two year,credit_card,DSL,0,no,No internet service,No,No internet service,Y,0,Yes,Yes,1
CUST_000598,42.14491982874588,f,71.76046962203417,3857.08,58.0,Month-to-month,Electronic check,DSL,N,Yes,No,,No,yes,1,no,No,no
CUST_000599,38.33560109885833,Female,104.45084353579617,4385.43,41.0,monthly,Electronic check,dsl,no,Yes,yes,,No,yes,0,no,yes,Yes
CUST_000600,50.65950739567278,m,37.28024115202004,2298.68,58.0,monthly,Electronic check,DSL,Yes,,,Yes,Yes,yes,1,No,Yes,1
CUST_000601,56.35482924968028,Female,75.11178483671749,4055.39,56.0,1-year,Credit card,No,1,No,No internet service,No internet service,no,No,0,yes,yes,Y
CUST_000602,31.167520137335618,m,94.78226216656579,2486.13,24.0,Month-to-month,Bank transfer,No,1,No phone service,No,,yes,no,0,No,Yes,no
CUST_000603,24.02148639271288,Female,41.93298978808081,1259.37,30.0,2-year,Bank transfer,fiber,Yes,no,No,,no,yes,1,No,Yes,N
CUST_000604,65.33456788207427,F,56.912051536320774,3328.3,55.0,2-year,credit_card,DSL,No,Yes,No,No,No,Yes,Yes,yes,no,No
CUST_000605,,Female,74.82858905440399,762.09,10.0,One year,bank_transfer,No,yes,Yes,yes,no,No internet service,N,No,No,Yes,Yes
CUST_000606,73.151937188371,M,76.39520714397294,4999.0,60.0,2-year,bank_transfer,fiber,yes,no,yes,,No,N,1,No,No,0
CUST_000607,33.39316201344641,F,68.90963463106581,132.07,2.0,Two year,bank_transfer,Fiber optic,yes,No,yes,,Yes,Y,Yes,yes,no,no
CUST_000608,26.330179450328746,M,63.02309597521388,928.17,15.0,1-year,Bank transfer,Fiber optic,0,Yes,no,Yes,No,yes,1,No,Yes,N
CUST_000609,18.31919626643582,F,-73.71950779000092,228.18,3.0,One year,Credit card,none,Yes,No,Yes,Yes,No internet service,No,1,yes,Yes,N
CUST_000610,67.44066467233775,F,14.355078295606294,677.85,43.0,1-year,Mailed check,Fiber optic,No,Yes,No,no,No internet service,Yes,Yes,Yes,No,No
CUST_000611,54.81548484531086,m,78.64138980125263,2642.86,31.0,Month-to-month,credit_card,dsl,Y,No phone service,No,Yes,yes,No,0,yes,no,Yes
CUST_000612,44.16622993634317,Female,67.52355807323934,4593.86,70.0,monthly,bank_transfer,Fiber optic,N,Yes,no,Yes,yes,yes,1,No,no,1
CUST_000613,49.1995293947973,Female,60.550502064434696,3720.15,67.0,One year,Electronic check,Fiber optic,No,No,No,,No internet service,Yes,1,Yes,No,Y
CUST_000614,28.117664290524353,MALE,105.93724391439116,6106.9,56.0,Two year,Credit card,fiber,No,no,No,no,No internet service,Y,0,no,yes,No
CUST_000615,81.68627969425239,F,51.50131962418895,,63.0,Month-to-month,credit_card,No,1,No,yes,no,Yes,Y,Yes,no,No,1
CUST_000616,46.938317729628416,Male,56.93848021869938,897.24,15.0,Month-to-month,credit_card,fiber,No,yes,yes,,No,Y,No,no,no,no
CUST_000617,46.64092191907339,Male,104.83106604409468,$1048.31,10.0,1-year,Electronic check,dsl,Yes,No,Yes,No,yes,no,0,No,No,Yes
CUST_000618,55.886499358480386,M,48.35877390300287,1867.23,38.0,Month-to-month,Electronic check,Fiber optic,N,No phone service,No,No,Yes,No,1,Yes,yes,N
CUST_000619,52.2151384760507,M,53.997694341269224,2676.13,47.0,One year,Electronic check,No,Yes,,No internet service,,No,yes,No,yes,No,N
CUST_000620,48.35826036418697,m,62.059491531383,3201.03,57.0,1-year,bank_transfer,none,N,No phone service,No,Yes,yes,Yes,0,no,No,yes
CUST_000621,33.142883168320324,F,81.81468964259099,3776.62,50.0,Month-to-month,bank_transfer,none,N,No phone service,No,No internet service,Yes,N,Yes,no,Yes,Yes
CUST_000622,52.072025357039934,M,69.15605014706627,4866.22,71.0,Two year,Credit card,Fiber optic,1,Yes,Yes,No,no,N,No,Yes,yes,no
CUST_000623,73.2303674471255,M,39.147493056954744,579.95,15.0,2-year,Electronic check,Fiber optic,Yes,No phone service,No internet service,No,no,No,0,Yes,no,no
CUST_000624,65.18130069232467,f,54.35662873745621,1039.12,18.0,One year,Mailed check,none,N,No,No,,yes,yes,1,Yes,yes,yes
CUST_000625,68.89779939959097,F,52.85291133575577,109.45,2.0,Two year,credit_card,none,No,,,,Yes,no,1,No,no,1
CUST_000626,37.33176485353222,FEMALE,63.455579095539086,2550.93,43.0,Two year,Electronic check,dsl,Yes,no,,No internet service,No,yes,No,Yes,no,no
CUST_000627,30.155927696121285,m,73.51687317259658,1808.93,26.0,1-year,credit_card,Fiber optic,N,No phone service,No internet service,No internet service,No,No,0,yes,Yes,1
CUST_000628,43.11319619850528,M,73.36411511775944,5138.15,71.0,monthly,Bank transfer,none,0,No,,no,Yes,yes,Yes,yes,yes,1
CUST_000629,45.835873684330416,m,29.479764919031958,,38.0,  1-year  ,Bank transfer,DSL,yes,Yes,yes,,no,N,1,no,Yes,Yes
CUST_000630,61.41287277706423,Female,86.27881975121713,3543.15,42.0,One year,Electronic check,none,Yes,Yes,yes,No,Yes,N,1,yes,No,1
CUST_000631,19.61303055427771,m,70.05137691993247,371.88,5.0,One year,credit_card,No,1,no,No internet service,yes,no,Yes,0,Yes,yes,N
CUST_000632,67.94325479190921,FEMALE,92.69064095187812,955.76,11.0,1-year,Bank transfer,No,0,no,No,yes,no,no,1,yes,No,No
CUST_000633,42.629881521315156,Male,73.88396654581344,5150.77,65.0,monthly,Electronic check,DSL,0,No,No internet service,Yes,No,N,1,no,yes,N
CUST_000634,38.5967839507887,FEMALE,87.02645915471524,3024.77,34.0,1-year,credit_card,dsl,no,no,,No,yes,Yes,1,No,no,1
CUST_000635,29.818434371097485,Male,74.33090622900254,76.08,1.0,One year,Electronic check,Fiber optic,Yes,no,No internet service,yes,No internet service,no,1,yes,No,0
CUST_000636,20.177149922013452,m,91.92451512405496,188.06,2.0,monthly,bank_transfer,Fiber optic,0,Yes,,No,Yes,N,Yes,no,yes,N
CUST_000637,57.34755875942872,Male,75.44501272035558,1450.17,20.0,One year,credit_card,none,Yes,No,yes,,no,no,1,no,yes,Yes
CUST_000638,46.09976950782606,Female,63.041695071141916,3782.66,61.0,monthly,Bank transfer,No,Yes,,No internet service,No,Yes,yes,1,Yes,No,1
CUST_000639,25.650586503884192,F,110.44869440893764,2382.28,21.0,monthly,Electronic check,dsl,N,no,no,yes,yes,Yes,0,no,Yes,0
CUST_000640,36.34662195715277,m,38.1574450302977,275.67,8.0,One year,bank_transfer,No,1,No phone service,No internet service,No internet service,yes,N,Yes,No,no,N
CUST_000641,39.96322951064808,Male,76.47488842008826,908.71,12.0,1-year,Electronic check,dsl,no,No phone service,no,No internet service,No internet service,no,No,no,Yes,yes
CUST_000642,70.0353228793409,m,39.47391166923328,$868.43,22.0,1-year,Credit card,none,Y,Yes,yes,Yes,No internet service,yes,No,no,Yes,yes
CUST_000643,41.10612972954593,Female,39.233847650729246,785.53,20.0,monthly,Bank transfer,Fiber optic,Yes,,No,no,no,N,0,Yes,Yes,Y
CUST_000644,22.45285570322841,MALE,70.85430964283707,75.67,1.0,monthly,Bank transfer,dsl,yes,Yes,,yes,No internet service,N,0,Yes,Yes,yes
CUST_000645,41.313854038710836,MALE,67.91042395536482,2143.68,30.0,One year,Mailed check,none,no,Yes,No,,no,No,0,yes,Yes,yes
CUST_000646,40.90914645378495,MALE,52.71754869983368,1181.26,24.0,Two year,bank_transfer,none,Y,yes,yes,no,No,No,No,no,no,no
CUST_000647,4.546700355876425,MALE,67.8196539922412,958.92,14.0,1-year,Bank transfer,DSL,N,No,No,Yes,no,N,0,No,Yes,No
CUST_000648,44.18557700223282,F,96.77253856087191,3709.06,36.0,2-year,credit_card,fiber,Yes,No phone service,,No internet service,No internet service,Y,1,no,no,No
CUST_000649,41.53598204686983,FEMALE,78.90804949100597,5683.11,69.0,One year,Electronic check,dsl,Y,no,Yes,No internet service,Yes,Y,No,No,yes,no
CUST_000650,55.44309547220128,m,42.179829804945236,1079.14,24.0,  One year  ,Credit card,fiber,yes,No phone service,,No internet service,No internet service,no,1,yes,no,yes
CUST_000651,72.73434142418017,m,62.76982345714113,3728.33,60.0,Month-to-month,credit_card,Fiber optic,no,No,,No internet service,yes,N,No,Yes,no,Yes
CUST_000652,61.89847544321636,f,48.90067038294878,2955.24,55.0,1-year,credit_card,none,no,Yes,no,yes,No internet service,No,1,yes,Yes,N
CUST_000653,40.96666964167754,Female,57.24600167182878,1398.06,24.0,One year,credit_card,dsl,N,yes,Yes,yes,No,no,0,Yes,yes,1
CUST_000654,28.402111368874948,MALE,56.72768668740714,1270.51,24.0,Month-to-month,credit_card,No,N,No,Yes,No,no,Yes,Yes,Yes,yes,N
CUST_000655,83.60039704874791,F,55.447088347919895,2730.27,54.0,2-year,Credit card,Fiber optic,N,,Yes,,yes,No,Yes,no,yes,0
CUST_000656,45.888276510217324,Female,39.8972925605321,1000.74,26.0,2-year,Mailed check,DSL,Y,,,No,no,No,0,no,No,No
CUST_000657,45.20893937869419,MALE,62.446906369636196,4416.61,66.0,1-year,bank_transfer,DSL,Yes,No,yes,,no,No,1,Yes,no,0
CUST_000658,44.638123693349954,F,53.787847263053806,2233.11,38.0,monthly,Bank transfer,fiber,No,no,Yes,Yes,No internet service,Y,0,No,Yes,no
CUST_000659,47.97127141151783,Female,6.411026199954639,447.31,65.0,Month-to-month,credit_card,none,0,No phone service,No internet service,No,Yes,yes,No,No,No,0
CUST_000660,42.83459382114086,m,106.05944049003325,5637.72,51.0,  monthly  ,Bank transfer,fiber,no,No phone service,No,Yes,yes,yes,No,no,Yes,Yes
CUST_000661,36.39506989679646,m,86.77539308433344,3030.74,35.0,2-year,Bank transfer,No,No,no,yes,Yes,No,Y,0,yes,No,yes
CUST_000662,36.79711588139412,FEMALE,57.47398550150008,2447.65,43.0,2-year,credit_card,No,1,yes,No internet service,Yes,No,N,Yes,No,yes,no
CUST_000663,,M,65.37638099481197,1901.84,29.0,Two year,Mailed check,DSL,no,Yes,,No internet service,Yes,N,0,Yes,No,0
CUST_000664,36.84862843299353,FEMALE,41.56691305364876,1676.47,37.0,Two year,Bank transfer,dsl,0,Yes,,no,Yes,Y,0,no,yes,No
CUST_000665,34.30731325984254,Male,98.9144575562173,N/A,,Two year,Electronic check,DSL,N,,No internet service,no,No internet service,Y,1,no,No,1
CUST_000666,46.596453415378456,FEMALE,102.94577389546222,5512.88,54.0,Two year,Bank transfer,DSL,0,yes,no,yes,No,N,Yes,Yes,Yes,Yes
CUST_000667,41.17534173868717,MALE,68.1338745649305,2675.52,39.0,  One year  ,bank_transfer,No,Yes,no,no,Yes,yes,yes,0,yes,Yes,Yes
CUST_000668,67.55989482874033,f,,3423.59,42.0,Two year,credit_card,fiber,Yes,No,No internet service,No internet service,Yes,no,1,Yes,No,No
CUST_000669,5.23545287410482,Female,68.50573557867848,1943.53,28.0,One year,Credit card,No,no,No phone service,no,No,Yes,Y,0,yes,no,Yes
CUST_000670,61.37260277883693,f,38.26549122248139,1009.47,,One year,Bank transfer,none,Y,No,No,No,Yes,no,Yes,no,no,N
CUST_000671,63.69127788746444,M,56.763532620726856,2257.4,43.0,1-year,Mailed check,No,1,No phone service,No,yes,yes,no,Yes,yes,No,1
CUST_000672,13.899146513877758,Male,67.63855933543914,$202.92,3.0,One year,Electronic check,No,0,No,,yes,No,Yes,0,Yes,no,No
CUST_000673,39.85968608879477,Female,55.909045625131114,517.93,10.0,One year,Electronic check,DSL,N,no,no,Yes,yes,yes,0,no,Yes,N
CUST_000674,39.428387010063126,F,60.62693445129928,3415.32,59.0,Two year,Credit card,dsl,Yes,no,Yes,Yes,yes,no,1,No,no,no
CUST_000675,23.887324579232683,MALE,,955.83,14.0,One year,bank_transfer,DSL,1,yes,No internet service,No,No internet service,yes,0,no,No,Y
CUST_000676,33.33274968613687,Male,63.382430042690764,3097.8,47.0,monthly,Credit card,Fiber optic,1,No,No,No,Yes,yes,0,Yes,no,1
CUST_000677,28.341362318012568,m,66.04516980994967,2497.11,42.0,Two year,bank_transfer,No,Yes,No,no,No,No,Yes,No,Yes,No,yes
CUST_000678,71.28405665135433,M,43.78789867206798,1451.65,32.0,Month-to-month,Bank transfer,No,yes,yes,no,No,No internet service,N,1,no,Yes,no
CUST_000679,59.035175897211914,Male,50.659677017441275,,32.0,Two year,credit_card,Fiber optic,0,yes,No,no,No internet service,yes,1,no,yes,N
CUST_000680,64.07332642491238,MALE,39.308314686000614,1625.3,42.0,One year,Mailed check,No,1,no,No,Yes,no,no,1,no,Yes,yes
CUST_000681,55.82508096064852,FEMALE,84.55631099372401,2830.68,32.0,monthly,Electronic check,No,Yes,no,Yes,Yes,Yes,N,No,yes,Yes,yes
CUST_000682,28.064223431741564,Male,22.887061163193508,551.88,26.0,Two year,Credit card,none,yes,,no,No,No,N,0,No,No,N
CUST_000683,37.132196005803394,FEMALE,88.07180686633852,96.75,1.0,monthly,Mailed check,No,Yes,No,no,No internet service,No,No,1,yes,Yes,N
CUST_000684,52.34061841841877,MALE,92.72698794525688,$5192.71,56.0,Month-to-month,bank_transfer,Fiber optic,Yes,no,yes,No,No,no,0,Yes,Yes,1
CUST_000685,26.668082866620818,m,58.95638826034757,120.93,2.0,2-year,credit_card,DSL,1,no,,,Yes,no,0,no,no,No
CUST_000686,55.69497645258582,Female,12.937258243454028,416.06,30.0,Month-to-month,Electronic check,No,Y,No,Yes,yes,No,yes,No,yes,No,Y
CUST_000687,-41.39511902762798,F,57.77378876065419,4175.42,71.0,2-year,Electronic check,dsl,Y,yes,No,,yes,no,1,yes,no,1
CUST_000688,39.37768788675604,m,63.716316774223614,3074.58,52.0,1-year,bank_transfer,Fiber optic,N,No,No,No internet service,yes,No,0,Yes,No,N
CUST_000689,55.664399523052374,FEMALE,44.788035601421726,411.15,9.0,2-year,credit_card,fiber,0,Yes,No internet service,yes,Yes,yes,0,yes,no,yes
CUST_000690,51.6639496722906,FEMALE,54.69563212383514,1287.03,22.0,1-year,Electronic check,none,Yes,No,,No internet service,No,Y,No,Yes,no,yes
CUST_000691,39.585507512713804,F,95.60390397726702,3256.72,34.0,Two year,credit_card,Fiber optic,0,Yes,No,yes,no,no,1,yes,yes,no
CUST_000692,62.38994705046372,Female,78.29854324603482,4141.96,49.0,1-year,Electronic check,DSL,N,No,no,No,no,no,1,No,Yes,Y
CUST_000693,52.18469738619588,Male,82.23272248995887,2714.49,36.0,Two year,Bank transfer,No,Y,no,no,no,No,No,1,Yes,No,yes
CUST_000694,54.239034104163956,F,33.04801660809136,1922.1,53.0,1-year,bank_transfer,fiber,N,Yes,no,No internet service,yes,Y,No,No,yes,0
CUST_000695,53.89651886952576,M,58.459653647804586,2370.37,40.0,monthly,credit_card,none,N,No,no,yes,no,Y,0,yes,no,0
CUST_000696,40.35680341029015,M,60.73086441299124,2981.28,,2-year,Mailed check,dsl,no,,Yes,no,No,No,No,No,no,yes
CUST_000697,49.89199533363177,MALE,74.92398374726632,N/A,68.0,2-year,Bank transfer,fiber,1,no,No,No internet service,No,Y,Yes,No,yes,Y
CUST_000698,26.233296354220453,m,54.293665748646816,445.69,9.0,2-year,Mailed check,Fiber optic,1,No phone service,Yes,No internet service,no,Yes,No,No,yes,no
CUST_000699,58.860405288103514,FEMALE,75.22999150723723,1655.41,22.0,1-year,bank_transfer,fiber,no,no,,,No internet service,No,1,yes,yes,No
CUST_000700,42.22646795335516,Female,103.70308080120458,1880.31,18.0,2-year,Electronic check,Fiber optic,Yes,Yes,no,Yes,no,Y,0,Yes,Yes,yes
CUST_000701,37.15915469221441,MALE,81.31002044888525,3504.24,43.0,1-year,Mailed check,dsl,no,No,,No internet service,No internet service,No,Yes,yes,Yes,Yes
CUST_000702,60.73513838755334,m,64.03822985338455,2442.91,39.0,1-year,Bank transfer,dsl,Yes,No,No,no,Yes,Y,0,yes,no,yes
CUST_000703,34.43484464185861,m,61.336990578934106,336.09,6.0,One year,credit_card,DSL,Y,No,,No,Yes,Y,1,yes,Yes,yes
CUST_000704,65.33456788207427,F,56.912051536320774,3328.3,55.0,2-year,credit_card,DSL,No,Yes,No,No,No,Yes,Yes,yes,no,No
CUST_000705,21.650562397141442,f,88.61281824904289,633.79,7.0,  1-year  ,Mailed check,No,No,,No,Yes,yes,Y,No,no,No,N
CUST_000706,54.0901492701846,m,52.453731080973945,3343.84,69.0,monthly,Credit card,fiber,yes,No phone service,Yes,yes,No,no,Yes,yes,Yes,0
CUST_000707,25.793559712555755,f,65.90445417999965,1150.01,16.0,Two year,bank_transfer,fiber,1,yes,Yes,No,No,Y,1,yes,yes,N
CUST_000708,71.32191272976547,M,66.02395803762171,61.63,1.0,Month-to-month,Mailed check,Fiber optic,no,Yes,no,No internet service,yes,no,No,Yes,yes,Yes
CUST_000709,13.77105888174417,M,54.96431614376936,2190.85,37.0,One year,Mailed check,dsl,no,No phone service,no,,No,yes,0,no,yes,0
CUST_000710,70.44684552435058,m,37.55068904231798,N/A,37.0,1-year,credit_card,DSL,Y,no,No,no,yes,N,Yes,no,yes,Yes
CUST_000711,48.16526200803928,M,71.45949007235338,4767.62,,Month-to-month,Electronic check,DSL,no,yes,No,Yes,No,Yes,1,no,no,Yes
CUST_000712,43.549303321944116,Female,63.77992056289233,3843.73,62.0,One year,Bank transfer,DSL,Yes,yes,yes,no,Yes,No,0,no,yes,0
CUST_000713,36.826213697865754,f,75.0048093887314,5135.85,72.0,Two year,Bank transfer,none,Yes,No,yes,no,No internet service,No,0,Yes,yes,N
CUST_000714,50.98704171528106,f,54.32799387121666,3133.99,61.0,monthly,Bank transfer,No,No,No phone service,No internet service,no,No,yes,1,Yes,no,1
CUST_000715,44.435479463627274,m,89.41642597626095,2799.99,33.0,1-year,bank_transfer,dsl,No,no,no,no,No internet service,Y,1,no,Yes,No
CUST_000716,61.54952823024783,M,47.464524375763105,3402.79,66.0,Two year,Electronic check,DSL,1,No,,No,no,Yes,0,No,No,Y
CUST_000717,46.7134147299306,F,99.24080568035785,3120.53,30.0,One year,Credit card,No,No,No,No internet service,no,No,yes,1,Yes,no,Yes
CUST_000718,47.25452642192816,FEMALE,30.04726980343477,627.42,20.0,1-year,Bank transfer,fiber,Yes,,No internet service,,Yes,yes,No,No,no,0
CUST_000719,39.54581681679216,MALE,73.69540129113783,4423.53,60.0,Month-to-month,Credit card,Fiber optic,0,Yes,Yes,no,yes,No,1,No,Yes,Y
CUST_000720,44.14581564418399,MALE,74.50861365053247,1960.38,24.0,2-year,Electronic check,dsl,N,yes,,No,Yes,no,No,no,Yes,no
CUST_000721,49.61702653338089,f,49.088858641182355,187.81,4.0,monthly,bank_transfer,dsl,N,no,Yes,yes,No internet service,no,No,no,yes,0
CUST_000722,19.34747411015062,m,73.48787875722026,2451.48,171.4777365434623,One year,Electronic check,none,No,yes,yes,No,yes,Y,1,yes,Yes,No
CUST_000723,24.777218668414307,m,90.59037339520317,371.26,4.0,monthly,credit_card,fiber,No,No phone service,No internet service,,Yes,Y,No,No,No,Y
CUST_000724,56.148961410340725,Female,,392.22,18.0,1-year,Bank transfer,dsl,Yes,Yes,yes,,Yes,yes,0,yes,no,N
CUST_000725,47.56298157191913,Male,75.05489614981629,4701.11,66.0,2-year,bank_transfer,none,Y,No,,No internet service,Yes,Y,No,no,No,1
CUST_000726,,FEMALE,15.13458359339845,,48.0,Two year,credit_card,none,1,Yes,,No,yes,no,0,No,yes,N
CUST_000727,45.2765089959809,Male,45.68670392953584,1610.05,33.0,monthly,Bank transfer,none,no,No,no,yes,Yes,Yes,0,Yes,No,Yes
CUST_000728,50.21372558042506,f,97.5833272980189,$5659.83,58.0,Month-to-month,Electronic check,dsl,1,Yes,No,No internet service,Yes,No,1,yes,yes,1
CUST_000729,36.90360479535958,MALE,53.36435933215892,1375.85,28.0,One year,Electronic check,dsl,yes,No,Yes,No internet service,No internet service,no,1,no,No,Yes
CUST_000730,33.32542911896531,Female,41.52240071182055,1325.36,35.0,Month-to-month,Mailed check,dsl,N,yes,no,Yes,Yes,N,Yes,No,no,1
CUST_000731,47.93767882646522,Female,61.04124542030636,661.84,10.0,monthly,Mailed check,No,0,yes,no,no,Yes,Y,1,no,No,Y
CUST_000732,30.324408335774518,Female,106.35812676327104,6736.98,65.0,2-year,Electronic check,none,N,yes,Yes,No internet service,no,No,1,yes,Yes,N
